code,title,description
CH 122,*GENERAL CHEMISTRY,"A general chemistry sequence intended for majors in fields other than the physical sciences. Lec/lab/rec. (CH 122 and <a href=""/search/?p=CH%20123"" data-action=""result-detail"" data-group=""code:CH 123"" >CH 123</a> are Bacc Core courses.)"
CH 123,*GENERAL CHEMISTRY,"A general chemistry sequence intended for majors in fields other than the physical sciences. (<a href=""/search/?p=CH%20122"" data-action=""result-detail"" data-group=""code:CH 122"" >CH 122</a> and CH 123 are Bacc Core courses.) Lec/rec/lab."
CH 201,CHEMISTRY FOR ENGINEERING MAJORS,A sequence of selected chemistry topics for pre-engineering students. Lec.
CH 201,CHEMISTRY FOR ENGINEERING MAJORS,A sequence of selected chemistry topics for pre-engineering students. Lec.
CH 201,CHEMISTRY FOR ENGINEERING MAJORS,A sequence of selected chemistry topics for pre-engineering students. Lec.
CH 201,CHEMISTRY FOR ENGINEERING MAJORS,A sequence of selected chemistry topics for pre-engineering students. Lec.
CH 201,CHEMISTRY FOR ENGINEERING MAJORS,A sequence of selected chemistry topics for pre-engineering students. Lec.
CH 201,CHEMISTRY FOR ENGINEERING MAJORS,A sequence of selected chemistry topics for pre-engineering students. Lec.
CH 220,CAREERS IN CHEMISTRY,"Course for chemistry majors that discusses strategies for success in the study of chemistry and the varied career opportunities available. Topics range from surviving freshman chemistry to choices of advanced classes, study abroad opportunities, internships, getting into and succeeding in graduate school, choices of chemical careers in academia, industry, government, non-governmental organizations, and using chemistry as a foundation for careers in other areas such as law and business. Graded P/N."
CH 231,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 231 is a lecture course; <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a> is the laboratory component. Lec/rec. (Bacc Core Course if taken with <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a>)"
CH 231,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 231 is a lecture course; <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a> is the laboratory component. Lec/rec. (Bacc Core Course if taken with <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a>)"
CH 231,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 231 is a lecture course; <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a> is the laboratory component. Lec/rec. (Bacc Core Course if taken with <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a>)"
CH 231,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 231 is a lecture course; <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a> is the laboratory component. Lec/rec. (Bacc Core Course if taken with <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a>)"
CH 231,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 231 is a lecture course; <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a> is the laboratory component. Lec/rec. (Bacc Core Course if taken with <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a>)"
CH 231,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 231 is a lecture course; <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a> is the laboratory component. Lec/rec. (Bacc Core Course if taken with <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a>)"
CH 231,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 231 is a lecture course; <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a> is the laboratory component. Lec/rec. (Bacc Core Course if taken with <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a>)"
CH 231,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 231 is a lecture course; <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a> is the laboratory component. Lec/rec. (Bacc Core Course if taken with <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a>)"
CH 231,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 231 is a lecture course; <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a> is the laboratory component. Lec/rec. (Bacc Core Course if taken with <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a>)"
CH 231,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 231 is a lecture course; <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a> is the laboratory component. Lec/rec. (Bacc Core Course if taken with <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a>)"
CH 231,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 231 is a lecture course; <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a> is the laboratory component. Lec/rec. (Bacc Core Course if taken with <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a>)"
CH 231,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 231 is a lecture course; <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a> is the laboratory component. Lec/rec. (Bacc Core Course if taken with <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a>)"
CH 231,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 231 is a lecture course; <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a> is the laboratory component. Lec/rec. (Bacc Core Course if taken with <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a>)"
CH 231,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 231 is a lecture course; <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a> is the laboratory component. Lec/rec. (Bacc Core Course if taken with <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a>)"
CH 231,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 231 is a lecture course; <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a> is the laboratory component. Lec/rec. (Bacc Core Course if taken with <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a>)"
CH 231,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 231 is a lecture course; <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a> is the laboratory component. Lec/rec. (Bacc Core Course if taken with <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a>)"
CH 231,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 231 is a lecture course; <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a> is the laboratory component. Lec/rec. (Bacc Core Course if taken with <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a>)"
CH 231,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 231 is a lecture course; <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a> is the laboratory component. Lec/rec. (Bacc Core Course if taken with <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a>)"
CH 231,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 231 is a lecture course; <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a> is the laboratory component. Lec/rec. (Bacc Core Course if taken with <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a>)"
CH 231,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 231 is a lecture course; <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a> is the laboratory component. Lec/rec. (Bacc Core Course if taken with <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a>)"
CH 231,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 231 is a lecture course; <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a> is the laboratory component. Lec/rec. (Bacc Core Course if taken with <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a>)"
CH 231,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 231 is a lecture course; <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a> is the laboratory component. Lec/rec. (Bacc Core Course if taken with <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a>)"
CH 231,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 231 is a lecture course; <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a> is the laboratory component. Lec/rec. (Bacc Core Course if taken with <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a>)"
CH 231,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 231 is a lecture course; <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a> is the laboratory component. Lec/rec. (Bacc Core Course if taken with <a href=""/search/?p=CH%20261"" data-action=""result-detail"" data-group=""code:CH 261"" >CH 261</a>)"
CH 231H,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 231H is a lecture course; <a href=""/search/?p=CH%20261H"" data-action=""result-detail"" data-group=""code:CH 261H"" >CH 261H</a> is the laboratory component. Lec/rec. (Bacc Core Course if taken with <a href=""/search/?p=CH%20261H"" data-action=""result-detail"" data-group=""code:CH 261H"" >CH 261H</a>)"
CH 231H,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 231H is a lecture course; <a href=""/search/?p=CH%20261H"" data-action=""result-detail"" data-group=""code:CH 261H"" >CH 261H</a> is the laboratory component. Lec/rec. (Bacc Core Course if taken with <a href=""/search/?p=CH%20261H"" data-action=""result-detail"" data-group=""code:CH 261H"" >CH 261H</a>)"
CH 231H,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 231H is a lecture course; <a href=""/search/?p=CH%20261H"" data-action=""result-detail"" data-group=""code:CH 261H"" >CH 261H</a> is the laboratory component. Lec/rec. (Bacc Core Course if taken with <a href=""/search/?p=CH%20261H"" data-action=""result-detail"" data-group=""code:CH 261H"" >CH 261H</a>)"
CH 233,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 233 is a lecture course; <a href=""/search/?p=CH%20263"" data-action=""result-detail"" data-group=""code:CH 263"" >CH 263</a> is the laboratory component. (Bacc Core Course if taken with <a href=""/search/?p=CH%20263"" data-action=""result-detail"" data-group=""code:CH 263"" >CH 263</a>) Lec/rec."
CH 233,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 233 is a lecture course; <a href=""/search/?p=CH%20263"" data-action=""result-detail"" data-group=""code:CH 263"" >CH 263</a> is the laboratory component. (Bacc Core Course if taken with <a href=""/search/?p=CH%20263"" data-action=""result-detail"" data-group=""code:CH 263"" >CH 263</a>) Lec/rec."
CH 233,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 233 is a lecture course; <a href=""/search/?p=CH%20263"" data-action=""result-detail"" data-group=""code:CH 263"" >CH 263</a> is the laboratory component. (Bacc Core Course if taken with <a href=""/search/?p=CH%20263"" data-action=""result-detail"" data-group=""code:CH 263"" >CH 263</a>) Lec/rec."
CH 233,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 233 is a lecture course; <a href=""/search/?p=CH%20263"" data-action=""result-detail"" data-group=""code:CH 263"" >CH 263</a> is the laboratory component. (Bacc Core Course if taken with <a href=""/search/?p=CH%20263"" data-action=""result-detail"" data-group=""code:CH 263"" >CH 263</a>) Lec/rec."
CH 233,GENERAL CHEMISTRY,"A general chemistry sequence for students majoring in most sciences, pharmacy, and chemical engineering. CH 233 is a lecture course; <a href=""/search/?p=CH%20263"" data-action=""result-detail"" data-group=""code:CH 263"" >CH 263</a> is the laboratory component. (Bacc Core Course if taken with <a href=""/search/?p=CH%20263"" data-action=""result-detail"" data-group=""code:CH 263"" >CH 263</a>) Lec/rec."
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
CH 261,*LABORATORY FOR CHEMISTRY 231,"A general chemistry laboratory sequence for students majoring in most sciences, pharmacy, and chemical engineering. (Bacc Core Course if taken with <a href=""/search/?p=CH%20231"" data-action=""result-detail"" data-group=""code:CH 231"" >CH 231</a>)"
